content,polarity
"@HolaSoyBataa Pero interrumpiste en mi sueño, perdí el sueño en ese momento y gracias a ti no fui a trabajar porque me quede dormida",N
El jarabe para la tos hace que mi jugo de naranja sepa feo. ️ Ese jugo es lo mejor de mi vida.,N
"Que bonito es anunciar que los excedentes de la Asociación Solidarista, ya estan depositados",P
"Aún no puedo salir de la U porque la tarifa de Uber está alta, me escupo",N
"Voy asi: Silvio Rodríguez, Ismael Serrano, Cristian Castro (homenaje a José José) y el Buki... el asunto es serio",NEU
"@Kengope oh, yo es que estaba curioso de Google Play Music. Apple Music no me sirve",N
Estos #CinnamonRolls traen muchas pasas... puro sabor a #Navidad!!! #ProsanaFoods #EstaciónGourmet,P
"@cinn_gc10 Un chivi que hace videos y es más tocándose el cabello que video haciendo ""algo divertido o entretenido"".",NEU
"@itsshirrley hizo un tiempazo en una ruta desafiante, ¡felicidades! Es muy muy campeona ️",P
Usted se quiebra la pierna y va al hospital y el diagnóstico que t daran es que es un posible virus y tenes las defensas bajas,N
Me hice un sándwich. En vez de queso le puse leche condensada y aún así lo puse a tostar,NONE
En Face Oswar me deja claro que no soy su amiga,N
@_void07 ¡CALMA PUEBLO! Todo va estar bien. Solo vaya presente todo y haga su fucking examen tranquilo.,P
"Este año más que otros ocupo trabajar esta temporada navideña, ocupo plataaaaaa! Si alguien sabe de algo me avisa",NONE
@kabek Y suuuuper diferente a sus trabajos anteriores! Tengo que comprarlo tho porque no esta disponible en apple music,NEU
"Me gusta el rumbo que mi vida esta llevando, me siento tranquila y contenta conmigo misma",P
@Juandi_SC : / me pasé a Kindle. Y ahí también presto. Vieja necia.,N
Lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo.,N
"Que ladilla, yo soy chevere",P
Solo actividades de mi interés me hacen levantarme a las 4am de menos jamás en la vida.,NONE
Después de una semana comiendo en México a un precio ridículo... lo último q haría es ir a la Feria Gasto-nómica #lluviaencasa,N
"Personas impacientes,Gaby y yo",NEU
Hoy nos tocó de últimos en el Festival Navideño de PZ y lloviendo. Adivinen cómo quedé.,N
Ya cambiaron al modelo d Paco Rabane. el que estaba antes era un muñequito yico.,NEU
Extraño mis siestas de todaaaa la tarde,N
@vivihbena ahhh pero ahí estaban las rubias -.- jajaja ( que mal que no se te quite),N
@gpenavalle De las impotencias más grandes. Entiende uno qué significa la resignación,N
No sabía que el amor de mi vida iba a cantar. Hubiese visto el programa.,NEU
@Kevoludo24 todo está súper barato porque casi nadie fue el festival.,N
"@vikyro18 sii claroo, en play 3 podés comprarlo por 5 dolares. Pero ya en ps4 no",NONE
Qué feo es tener que terminar con alguien; y más cuando las dos personas aún se aman pero el entorno no es favorable.,N
Ayer fui a @subwaycr y aún no estaban listos para recibir donaciones de puntos,N
Casi me aplasta un árbol pero lo bueno es que en la casa ya llegó la Navidá,NEU
"@rafa514x te creo, solo ganas de trollear",NONE
- se llevo los doritos y los frescos - pero no se llevo EL PAN @MarianaCruz04,NONE
La lluvia definitivo que no me tiee piedad cuando ando en bus,N
Odio a mi profesor de estudios sociales,N
Que asco spotify desde la compu,N
"@FedeOrtegaV Ojalá lo consiga, pero también ojalá la empresa del concierto le dé otra como sorpresa o algo así",P
@laqvienedelsol @PilarAcuna Yo la dejé como 3 años y ahora volví. El día que termine del todo empezaré un largo duelo,NONE
@elchamuko me alegro milord! Feliz regreso a su casa en el averno!,P
Lunes con L de Lindo! Gracias Dios por el trabajo,P
"@Mariete772 igual estaba en exámenes finales y estuve muy inactivo, espero volver a la normalidad de ahora en adelante",NEU
Yo ya me siento en vacaciones y aún me faltan 4 exámenes finales,P
"Hoy hice todo de una manera olímpica, pero algo se me tenía que olvidar. ¡Ah sí! La sombrilla.",NONE
"@Vane_Arcia Sí, era justo y necesario. Lo hice y me siento mejor",P
"@MonumentalCR Buenos días, un éxito su maratonica, yo me sumé y sé que van a llevar mucha alegría a personas que están sufriendo",P
"@croq29 @ChisteTipico me ha pasado... Lo peor es cuando sin decirle nada a uno, lo agregan de nuevo jajajaja",N
Preferiría discutir con un umpalumpa que con un (a) cristiano (a) conservador (a) de derecha.,N
@ashzamc Chao con ud!!! En serio no te puedo,N
@MarcosPedzik Muchas gracias por tus palabras. Un fuerte abrazo para vos,NONE
Cansado es poco. Pero saber que hoy se ayudó en algo me hace feliz.,P
@ASuicideBoy me siento muy identificada con tus tweet y vi tu cuenta porque mi mejor amiga aveces da rt a tus cosas,P
"@CamposGeovanni en eso estamos claros, pero yo tengo fe en que los ticos somos solidarios cuando mas se necesita",P
Mi mejor amigo me llamo que ya venía llegando a mi casa Tengo 25 minutos esperándolo,N
"Lo más lindo de mi día hoy, fue cuando el muchacho en la Cruz Roja me dijo que estaban abarrotados de víveres..",P
@titabobra aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,NONE
"@Mausaga vieras dolor jure nunca más volver a ese lugar, queda en PZ para los interesados",N
"@Oski_1991 Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.",NEU
"Senasa NECESITA casas cuna, apúntense no hay suficiente presupuesto para todos los animalito afectados",NONE
9 horas de que se fue del pais y ya la extraño,N
@jaoc03 que buena fiesta se pegaba uno,P
"Hasta ahora me entero de que existe la carrera de ""investigador de animación japonesa"", he desperdiciado mi vida",N
"Hoy hice el gol de mi vida, perdimos 8-1 pero hice el gol de mi vida",P
"Le envié una foto a Ignacio y me dijo ""Que picha más fea""",N
@Tia_Yeye @Jacko_Pinto no sabia que eran pareja.,NONE
Tan Rico escuchar música con audífonos de tapones pero tan malo para mí,NEU
La lluvia definitivo no me tiene piedad cuando ando en bus,N
"@LaMachaCR Ve que sos de las pocas positivas en mi TL, no me decepciones jajaja.",P
@rebsvargas Un masculino adulto que es fanático obsesivo de My Little Pony,NONE
@UnZorro88 a mí me gustan de hecho,P
@malamujer Ojalá pudiera darte el abrazo en vivo o al menos acompañarte hoy. Siento mucho lo de tu primo,NONE
"¡Hoy habrá nuevo campeón!, que pase lo que sea, que @MagnusCarlsen sea campeón o que @SergeyKaryakin pierda #CarlsenKarjakin",P
"Pero en realidad soy mucho menos amargada, maldita y juega de viva de lo que parece. Lo prometo.",P
@andrearivl me voy a morir quiero verlo en vivo y tigo no tiene CBS,N
Pues que dicen que hubo #temblorcr y yo ni me di cuenta porque pasamos ensayando típico.,NONE
"@kathysjo excelente, que grande que está",P
"Las eresiones mas comunes de un país, muestran su cultura, en Costa Rica es ""Pura Vida"" nada que pueda agregar",P
"Quiero demasiado el balde de pollo, cebolla y papas fritas de la Papería. Alguien lléveme",NEU
"#MisPropositosPara2017Son buscar un mejor amigo, necesito a alguien!? nadie?",N
"Que enfermería tenemos, Gareth Bale se podría perder el clásico",N
@viborildasigue Abrazos para ti desde aquí Vibo ¡Ahí estaré y listísima para grabar la entrevista!,NONE
@solucionesong ...genial iniciativa que nos puede ayudar,P
"""ESTOY HARTA DEL SEMESTRE "" -Yo, sábado por la noche, resolviendo integrales para encontrar áreas.",N
Tenía examen de francés y no fui mañana le pido cacao al profe,N
el amigo secreto de hoy trajo un delicioso arroz con leche,P
"El primer capítulo de la primera temporada de Black Mirror es bien pinche triste, wey.",NEU
"@marioredondo @ingenieractc no da igual, yo soy funcionaria pública y no todos pensamos así.",NEU
"Me siento tan sola por las noches, que duermo con Pariss en la cama de mi hermano",N
@AleArguelloF ojalá sigan juntos mucho tiempo,P
@somekindofEdu pero pensé que luego de jugar juntos todo iba a cambiar,N
@GaritaCRC ¿Y para que me tienes a mi? Son momentos y nos montamos un canal Re-Pichudo,P
@Verosimill @GloryPB pero que tiradera! Perdón pero ya estoy libre planeemos algo si?,NONE
@GuillermoBarqu1 Carepichas esas solo piensan en ellas.,N
Es una verdadera ver que los videos mas caca tienen mas apoyo que los que costaron,N
"@eldiariodedross Mandale un saludito a Jonathan Duarte que esta en el hospital pasandola mal con una operacion, y solo ver tu videos",NONE
@andrea___cr @ccssdecostarica Ufff... hay una discusión enorme sobre esto. La Clínica Mayo dejó de hacerlas por años por los resultados,NONE
"Que madre con el @valenciacf, increíble como unos platudos de Singapur, Jorge Mendes y el otro representante se pasearon en mi Valencia",N
Porque si estaba bien me tiene que dar calentura de nuevo ??,N
"Lo peor fue que nos encontramos en un bar, y no le pude hablar x mi timidez",N
@twocannn a mediodía? La próxima no lo dude! Aunque me vea serio yo soy un carajo buena nota!,P
"Ya mi relación no es lo igual con Davi, ella me pierde",N
Yo soy chevere pero no hagan que me arreche,NEU
Primera vez que David cena en mi casa y quiebra un vaso.,N
"@Arnaldocaa Ya bebí, pero soy más arrechera que persona",NONE
"@Jorge_Rivera8 la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",N
Hoy estoy feliz porque mañana ya hago los últimos dos exámenes del semestre.,P
"@tsaitami Descubrir qué somos está pichudo, diría el patán",N
Les juro que lo stalkeo y mi instinto asesino se activa.,N
¡También tenemos tradición #costarricense! Por supuesto! #Cajeta de leche con almendras! La más rica de todas!!…,P
Lo bueno de verano es que en el grupo hay varios compitas,P
Las tenis blancas no se usan todos los días,N
A mí en serio esas cosas de ganar no se me dan,N
"soy la mejor amiga secreta de la vida, quiero el regalo que voy a dar",P
"Hoy será un día muy largo, y mi último día siendo un pilluelo de 21 años",N
Me iré a dormir sabiendo que la única app de manga con la que leo no tiene actualizado ons,N
Esperando que sea un buen jueves por la noche,P
"@arlynerl03 Y si me corrigen es como... ""Trágame tierra y llévame directo al infierno""",N
@estabarca fijo si me gusta hago lo que hice con el episodio VII... fui al cine 5 veces,P
Me encanta la olla de carne pero no me gusta que por ser sopa no me mantenga llena bastante tiempo,NEU
Podría pasar un Día entero viendo sólo mejengas.,P
Si se desesperan nos lleva puta,N
Que triste cuando uno anda en una actividad y no tiene con quien bailar me veré muy rara bachateando sola en media pista ?,N
"@franky2055 que dichoso ya casi terminas, yo apenas voy por el 85 jaja",NEU
@meel_solis estamos en la misma lucha,NONE
@ysareth LA delicia! Mi mamá casi no me deja meter a los gatos Pero les encanta dormir aquí cuando pueden,NEU
"Por dicha solo me volvió a ver y siguió durmiendo, pero me dio lástima",N
Y si comemos crepas con una bebida de café O un smoothie Hoy habrá feria navideña y nuestra Esparza se pone d…,P
No he visto el nuevo episodio de #TWD,NONE
Buen día @adruari ya le seguimos,P
@MauHCorona Lo normal es aburrido.,NEU
FAV si crees que me gustan los penes (como no soy famoso y nadie le va a dar FAV pues tendre la consciencia limpia),NONE
Hoy me di cuenta que mi crush ya tiene novia y es mucho menor que yo,N
Odio que me cambien mis planes por comodidad de los demás,N
@Izzytica @Unodien regla de los 3 segundos,NONE
@Chuletta diay. Estuvo bonito. 5comentarios,P
"Men @RedstoneKnarias no nos eliques mas de porque pierdes, porque a nosotros lo unico que nos importa es divertirnos viendote jugar.",N
Ya estoy estresada de esperar resultados,N
@Prifv @kabek no hemos ido a la cabra loca,NONE
Me llena demasiado ver tanta gente con la intención de ayudar y moviéndose que lindo todo,P
Mi mamá sólo decirme que estoy gorda,N
@mary_robre asi que ahora tenemos una posible nueva carrera armamentista in the making,NEU
"Sopa Negra, opción plato fuerte en la soda. Dios sabe como reconfortarme después de las noticias agobiantes",P
@natyrodriguez Demasiada decepción con la humanidad,N
"@avargas10785 yo te salgo de eso, yo es por luchona y que me elotan en el work #lindaperopobra",N
Cuando yo vi al Pipi aquí en la conferencia de prensa casi lloro como ese niño Pero solo estaba ahí temblando,NONE
"Alguno que estudie en la U Latina, si no es mucha molestia me manda un DM para una pequeña encuesta por fa",NONE
@grassengel no podés tener lo mejor de los dos mundos,N
"@LacioUp_andGo simplemente uno se queda absurdo, sin palabras, cargado de tanta cosa fea",N
"A la gente buena, le pasan cosas buenas ... al resto a veces también nos pasan cosas buenas",P
Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,P
Jaja Trump en los primeros 3 meses se va a traer abajo el TLC nos vamos a ir todos a la mierda,N
"No estaba muerte, andaba de parranda! Jejeje",P
@FexCR ufff una cosa deliciosa!! Jajaja Que desorden ! Metí las patas ser feliz Fexito!!!,P
Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @Antrckstr,P
"@MauFonseca11 @FexCR el otro muchacho que es nieto del señor de las galletitas, siempre tuvo una dulce navidad",NONE
"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.",N
@LauraPausini y su canción: Se non te #VIDEO Publicado el 10 Nov del 2013 y aquí te lo compartimos,NONE
Me siento tan cansada y saber que salgo hasta las 6,N
Estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja Pero ya pasé el curso y todo,NEU
"Me acaban de confundir con un estudiante universitario... es el mejor ""buenos días"" de todos",P
"Ocupo el viernes negro para ver si me compro un tele, el mío se dañó",NEU
"Mis primos se fueron para cancun hoy, adivinen quien no fue por ser la unica -18?",N
He pasado toda la mañana metida en Google Maps viendo Costa Rica. Pero no hay Street View.,N
"Me encontré una tarjeta pegada en el cajero y llamé al banco para reportarla, la dueña puede estar tranquila #whatgoesaroundcomesaround",NONE
¿Nadie quiere hacer de Uber y llevarme hasta Tarrazú?,NONE
@La_Llama_ @DosPinosOficial tengo que probarlo. Estoy decepcionado. Ahora el fresco leche sabe a puro sirope.,N
"@nitamar26 @PizzaHutCRC el problema que ya no hay 2x1 en grandes ni tampoco los puntos Hut, son dos pésimas noticias",N
@absa_lon tenga paz bonito que en esta vida Todo Cuesta.,NEU
"Necesito un gato en mi vida así como YA, tengo que convencer a mis papás",P
"@Juanjo90 @CataSolis20 Eso Juan, lleguenle, va a estar divertido. Mucho gusto Cata",P
Para navidad voy a pedir que me suba el ponderado.,P
Yo debería estar dormida y no bajo este largo ataque de ansiedad de baja intensidad,N
Qué triste ver que el odio por una mujer esté por encima de la razón,N
@BreNdiiuXx @BaldiHotSpring1 ya se no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,P
Que viene Nonpa y fijo es para mayores. Ya lloro.,N
"Tengo que aprender a no prestar mis cosas, porque al parecer a todas se les hace muy divertido nunca devolverlas",N
Que dicha que me vale todo lo que todo el mundo diga,P
Ahora tengo que dormir llena de repelente,NONE
No sé ni qué leer para tratar de entender lo que va a pasar. Todas mis fuentes usuales fallaron,N
"El Turrialba me odia, en definitiva, es el milésimo ataque de asma en el semestre",N
"@iMCZC Ay, no me diga eso, todo es posible aún.",P
@jdclarke y que el mae no sea tan desastroso como aparentó durante la campaña. Hope is all we have left,N
"@soofpe06 JAJA y ya ni eso, porque fijo no nos dejan entrar jajajaja",N
"Ayer fue lindo ver a Repoo, no lo veia como desde el 2001",P
"@m_elinna jajajaja yo pensé que había captado la indirecta pero si, está vacilon el avatar",NEU
"Bueno gente, mucho Twitter por hoy! Que descansen, crush, escribame en Whatsapp, no sea orgullosa. Nos vemos",NEU
¡Ya tenemos ganadora! Felicidades @IsabelGarbanzo Nos hablamos por mensaje. ¡Gracias a todos por participar!,P
"PSC / PSOE, Podemos / Izquierda Unida distanciados, jeje!",NONE
Hoy tuve un día muy lindo me chinearon mucho 2 amigos y el jueves uno que amo mucho.,P
"@valeub25 pues sí, sé lo que se siente. Pero piénselo como el último esfuerzo, que ya ahorita llegan las vacaciones",P
@gabrielselva_cr pura vida. Ya llamé pero fue como no haber llamado.,N
Estos días me he soñado con el accidente varias veces Increíble el trauma que generan estas cosas!,N
Cuando cuando estás taaann cansado que no podes dormir,N
"Díganle a Hellen que la extraño, odio estar sola",N
Tan sólo es un mal día no una mala vida,N
No puedo entrar a mi servidor!  y site5 no reponde,N
@silviauc_cr charita que ya no canto igual,N
"Hoy tenemos la sección ""De su propia voz"" y es por parte del grupo @limite21 ¿Qué nos contarán? Descubrílo en…",NONE
Alguna película tuanis que este en Netflix que me quieran recomendar ? #GenteQueNoCoge,NONE
La vida es demasiado corta para seguir las reglas...,NEU
"Ayer descubrí que no soy amargada, en realidad soy preocupada.",NONE
Acabo de tener una idea formidable que involucra a @tsaitami y por eso le mandé un correo,P
"Decirle a un mae ""perro"" es una ofensa para los pobres animalitos",N
"@fabriziobarth lo siento mucho. Pero si Facebook lo dice, es cierto. Sentido pésame...",N
"No vuelvo a New York, esa pea fue muy maldita y mi chaqueta",N
@Edurraiba es lamentable un tema tan sensible jamás con ese enfoque,N
Esa lagartija tiene que haber estado muy enamorada de mi perrito. Canta llamándolo a la misma hora a diario y él hace mucho se fue,P
Que duro iniciar el día con noticias tristes,N
"O mejor que me digan ""vamos a comer un helado"" y ya.. Ocupo salir",NEU
@karlillag Es muy duro para un niño verse forzado a ser parte de esos procesos,N
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @YEAH1075,NONE
"@Fressia_Montero ¿por qué ? ¡Tenés 9 días, actividades y muchas películas disponibles para asistir!",P
"@MedioEnSalsaCR Por supuesto que no le importo a nadie. Soy hombre, eurodescendiente, heterosexual y católico. cc @titabobra",N
".@FannyLu dice que ""Llorar es una locura"" ¿Que opinás? Si decís ¡Sí! entonces a cantar",P
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @los40cr,NONE
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @ExaCR,NONE
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @WAO923,NONE
@Jaspn_ Yo voy de fijo. Ahora llamo a reservar,NONE
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @FMGloboCR,NONE
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @azul999fm,NEU
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @lamejor991fm,NONE
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @OK1055FM,NONE
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @radiocientotres,NONE
"@melangelesvc Ni tamales, pierna, ""fresquitos"", queque... nada!",N
"Y en el café sonó ""Son Inú"". Y hasta los que estábamos sentados, nos meneamos",P
"Malparidos! Malditos! Malnacidos! Ya hay carta de Lillie en ""Full Art"" y todo y de Serena nada",N
@gbviquez yo quería que me dieran la bcr así,NONE
"@TutzyFF jajaja que bueno verla anoche, que pases un excelente día",P
Él se ha ganado un lugar especial en mi corazón.,P
@fabian05_p perdida ya no tomo coca.,NONE
Quiero que en serio me paguen para poder irme a rayar la otra semana,NEU
@XiniaCH Xinia de mi vida tenía toda la intención pero se me hizo imposible al final del día,NONE
Amanecí lleno de la comilona anoche en el #BNOpenHouse ...pero siempre hay campo para más . A desayunar,P
"¡Buenos días! Con o sin gripe, hoy se disfruta el día.",P
"@AzulAlytaSoy nombs cuál tercera. Yo voy a muchas actividades de @bnmascerca en el año, ya van más de tres",NONE
Necesito unos tacones negros a las ya,NONE
@Linnjimenez y uno se pone triste cuando no quedan papas en la bolsa.,N
@SoulsTRK @youcaring ¡COMO QUISIERA AYUDAR! Pero no puedo soy menor y no tengo tarjeta y mucho menos dinero si tuviera ¡le daría todo!!,N
@AdvyStyles Dios por mi le daría todo mi dinero pero no tengo y soy menor no tengo tarjeta de PayPal Dios que mal la debe estar pasando,N
Hoy llegué 50 minutos tarde a clases. Fui literalmente solo 10 minutos. Duré 2hrs35min llegando a la U.,N
La segunda temporada de Fuller house me duró 3 días.,NONE
Estos serán los dos últimos shows que bailo con mis minis bboys.,NONE
"@gabrielselva_cr Ah no, es en el Auditorio Nacional. Hasta el próximo año en Marzo jaja",NONE
"@afranchesqui @marhegu Sí, también he leído quejas en twitter sobre la interacción social en los buses.",NONE
Estaba durmiendo tan ricooo jaja que cólera que me dio cuando me despertaron,N
"@Ana_AvilaM hmmmm no sé, aún las siento pegadas en el cielo de la boca",NEU
@fersalas2205 Yo igual no trabajo el 26.,NONE
@cotarola No salí. No puedo manejar: Migraña,N
Necesito ir a mi hogar y dormir con mis dos hijos peludos y Kabek y su gripe,N
"Porqué terminaba contrato, ya ví seguro se fue solito",NONE
Me hace sentir tan bien al ver a mi ex y no sentir absolutamente nada por el,P
"En definitiva! Me quedé sin campo para ir a Tacares, ya que me había mentalizado y ya hasta quería ir #percebe",N
#YSF2 @MundonickLA La mejor serie en todo el mundo !!!,P
Será que en serio alguien puede dormir tanto,N
@SanzZeriTica y qué? No será la primera vez,NONE
@wkCArlos yo soy igual Jajajaja trató de evitarlo pero no lo logro,NEU
Que buena vibra me transmite @Cocofunka,P
Adquirí @semrush_es para un sitio que abarcara 10 países y hasta el momento me ha parecido una excelente herramienta.,P
"Un País tan afectado como Haití, necesita del mundo entero.",NONE
"@DraHongo y son adorables, pero diay... Ya no hay nada que hacer",NEU
@solounrobot @TVyNovelasMex ¿Será solo digital entonces? ¡Perfecto! De verdad muchísimas gracias Un abrazo desde Costa Rica. ¡Pura vida!,P
@jevs_ Acabo de llamar y si tienen! Muchísimas gracias,NONE
Cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente,N
"NUNCA dejen el Snapchat abierto en el celular de la mamá, creo hoy duermo en la calle",N
Vine a mi casa porque mis papás dicen que los tengo abandonados y me chantajearon con comida pero hoy iba para la playa en la noche,NEU
Creo que tengo una contractura en los hombros así o más hecha picha?,N
#superluna eectativa vs realidad. Gracias • • • • • • • #crc #puravida #costarica…,NEU
"@ESPN_FDJ Soy de CR estudiante de periodismo me encanta el ámbito deportivo los admiro y sueño con conocerlos, porfaa? #FDJPuraVida",P
Si la U cerró todo... entonces yo estoy libre hasta el lunes,NONE
Pero tenemos fe en que el TEC sea igual de masoquista que siempre y nos haga ir a como de lugar.,N
"Que bonito, la lluvia regresa cuando me toca ir por mi Hermanita al Kinder",N
Alguien tiene algún contacto que haga queques navideños?,NONE
ustedes saben que mi vida se basa en vistos.,NEU
Se lesiona Bale antes del clásico,N
@cris525cr que todo les salga muy bonito,P
"Sin Morata, Kroos, Bale y puede que aún sin Casemiro para el clásico",NONE
"@francellabrenes Rajado, y mientras llega acá",N
@funfillegamer Soy muy malo funfi me da pena y todo,N
"Mae eso si es cierto, ahora nadie (la mayoría) busca tener algo serio",N
"11.46PM y tengo hambre, mejor me acuesto ya por que la panadería está cerrada",N
@isamarsanchezg Antes era más seguido Saliamos por batidos de maracuyá,NONE
@AndreaVasRo Lo es. Sin ningún respeto al dolor ajeno,N
Badilla era tan tan guapo que sentí feo cuando me di cuenta,N
Yo si que odio recibir noticias así,N
Ay la canción de tercer cielo,NONE
@welcometofridda jajajaja ya en serio me haces falta,N
@Adri_hdezv Bby muy duro la verdad,N
"@AndreaVasRo @vulturgryphus Otra decepción... (me estoy haciendo la víctima dramática, obvio)",N
@MaryMatamoros Éxitos y buena vibra en el recital!,P
Que pecadito la gente afectada por las inundaciones,N
"tengo como 10 horas de estar mareado y con ganas de vomitar, ya esta bueno verdad.",N
"@titabobra exacto, qué colera me da eso",N
"Mi mamá me dice que no vaya al colé, en serio que la amo. Pero tengo que ir",P
@Gra_7 deje de hacerme spoiler estupida,N
No mames lo triste Gabriel Badilla y por el corazon! El miedo que me dan esas cosas.,N
Lamentable lo de Badilla... un sentido pesame para sus hijas que se quedan sin papá,N
"Oído en McDonalds ""el mejor mannequin challenge que he visto hasta ahora es el que ha venido haciendo este gobierno desde hace dos años""",N
Maldita lluvia me mata mi negocio. Así nadie quiere bañar ni sacar a los perros.,N
Veo que sí la depresión tropical se convierte en huracán se llamará Otto. Que comience el MemeFest!,N
"@marizamora94 Ambas son mindblowing, lástima White Collar terminara así de repente, y esperando a la segunda par de la 5ta de Suits",P
"@randall_ariasg fijo les llego el agua en la madrugada, pobres familias, ahí tanta finca que hay, seguro hasta las cosechas se perdieron",N
"Hola, @latrwn1. En este momento no lo tenemos, pero como siempre: queda encargado para el próximo pedido",NONE
"El tren cada media hora es un mito urbano, no ha pasado el de las 9",NONE
Lamentable informan que murió Gabriel Badilla. #RIPGladiador,N
Yo sí lo sentí y me lleva puta,N
"Hola, soy Sole, el sismógrafo humano",NONE
"@ushcala que bueno, claro que si, envíame tu dirección de correo por DM",NONE
"@AnDiGu Hola, me dijo que estaba bien, fuertes aguaceros y mucho viento pero todo bajo control. Gracias por preguntar",P
@moboza pavas igual y no nos.dejaron irnos a la casa,N
"@rafa514x excelente, estamos muy atentos a tus comentarios",P
@CanessaMarchena No terminamos el año vivos,N
@_AlejandroDP no estoy en la zona roja,NONE
Juro que el próximo cuatri busco aparta con alguien no puedo con esto de estar sola,N
"No tengo Facebook en el celular, pero cuando pueda voy a hacer el safety check por mis amiguitos de otros países",NONE
@ekallestad qué bien suena una nórdica hablando en argento,P
En Heredia ese temblor se sintió leve pero horrible,N
Mi hermana y mi mamá hablando con sus personas importantes y yo acá haciendo mi tarea de cálculo con dolor de cabeza,N
Quiero una caldosa y un granizado.,NONE
"""Bla bla bla...eres la mejor pero no te quiero en mi vida, bla bla bla.."" lo de siempre!",N
Uri por cobarde se fue en la colada. #moisesylos10mandamientos,N
Me metieron en mi mente imágenes de habitantes de calle afuera con estos fríos sin cobija y ya no puedo vivir tranquilo,N
"@Erito0513 Shi, pero como el año pasado no jajaja ah creo que no fuiste",NONE
Otro terremoto y otra alerta de Tsunami para Japón.,N
"@ka2384 si el clima sigue así, una cobija es buena opción. Mentira, un vestido",NEU
desde hoy en la pura mañanita no veo a mi papá,N
@valegarrou jaja es lo menos que hago por dicha pero si paso pegado a FB,NONE
"Exijo un beso como el de Carl y Enid, que lindoooooo. Wtf #twd",P
Los anuncios de TV de posgrados de mi alma mater son tan malos.,N
"@anamablaba buena idea, anis, pero ellos saben que yo ni un pancake puedo hacer bien",NEU
@emacavi @ViuditaCR como dijo ud Algo Similar entonces.,NONE
"Bueno por dicha ya estoy en Zarcero, no estoy en la calle. haha",P
"Que se hace cuando mi mamá tiene facebook, y no me da pelota por estar metida en el celular.",N
@zeroanima tómese de algo de una vez y listo,NONE
"@valealfaroq Yo ando en las mismas, pero no tanto dolor sino inflamación y parezco embarazada. ¡Qué horror!",N
Ya fue mi primera vez. #UBER,NONE
En enero la ropa está más barata por si no sabían,NONE
Que triste todo este cierre de año para mi 🇨🇷 linda,N
"Mataron a Renato López en México, lo único por lo que veía E! News",N
"@mishafantana si obvio eso es lo importante, gracias por preguntar",P
En mi pueblo anda una patrulla de @fuerzapublicaCR recolectando alimentos no perecederos. En mi casa ya donamos #CostaRicaUnida,P
"@Brenes0791 Yo estoy super ansiosa, el asueto me da la tranquilidad de estar con mis papás, nada más",N
@meLiKosha @sputnk no vi esto igual no podía hacer mucho,N
"@Maluavi @edmed82 @figuerescr invitadísimo a hacer las cosas diferente, hay que involucrarse y dar espacios a la mejor gente.",NONE
@massiel_ml amiga siiii y la pobresa extrema sigue,NONE
Yo ya estoy con gripe y ni me he mojado,NONE
@andynuinsa @NachoSantos7 me dejo congelado. Por algo es el amo de los ratings!!!,P
@NeneAlfaroB Amén! En serio hay q hacerlo,NONE
Mis anteojos están demasiado flojos y eso que tienen meses de comprados,N
Yo solo estoy pensando en proteger a mis gatos y a la perrita,NONE
Segundo cuarto y Golden ya lleva 73 puntos,P
"@KimSalas21 La vida conspira en contra de uno, que injusto jaja.",N
"Hace hambrilla, tengo una manzana verde pero no quiero morderla porque luego no me la como toda y se pone fea",NEU
"En Curridabat muy calmado, ni una gota de agua y hasta caliente está 20°v... #nomegusta",N
@car_hidalgo lo hacen a diario. Hoy es más palpable por la emergencia. ️,NONE
"@vesamo13 ok, vea el lado positivo, tiene un motivo para hacerle drama el resto de si vida.",P
"@gaby_mata25 La voz sepsi que debe tener Que dicha Gaby! Ya el lunes regresará ""con toda la pata""",P
Esta va a ser la noche más larga para muchos,N
