content,polarity
"@LaloCosta96 Esta bueno que cites el tw, porque cuando ella entre sabes que va a entrar a tu perfil y va a ver esto",P
"ahora q se terminó #GilmoreGirls hasta el 25, le meto a #Bones... porq siempre es necesario estar mirando algún capitulito",NEU
"@AdictosLali muyy No sabíamos el gran valor de compartir esos momentos tan lindos...y ahora, nos queda solo el recuerdo..",N
Creo que soy la única que nunca se ganó la entrada para jaque jaja,N
toy enamoradaaaaaaaa que ovy a hacer con tanto amor para dar cuando mi novio ta re dormido ?¿ matu ven a mi,P
"@Criya59 que lastima me lo perdi ,esta mi hijo mirando tv y mi internet anda malisimo para poder ver el programa en la compu",N
"@DanielaPirezFie @jnmet La foto está excelente, pero no se puede creer todo lo que se lee en las redes Espero no haya hecho mucho daño.",NEU
Me acabo de enterar que @zotero ahora tiene free solo 300 MB y hay que pagar por almacenamiento,NONE
@Alphasniper97 amigo... soy de uruguay... la verdad que aca es complicada la economia.pero de llegar a la ps4 espero cruzarme en batalla,NEU
Extraño mucho el parque de ute,N
"@cuervotinelli PAPÁ ME VOY A DORMIR UNA SIESTA ASÍ DESPUÉS TE VEO A LA NOCHE, tu nieta está en mi cama toda despatarrada ...",P
Hola @cminana ! ¿Qué tips darías a los freelancers que quieren capacitarse en #SocialMedia? ¿Qué herramienta/curso online recomendarías?,NONE
@eljabavinero @Jonatute Ojalá lo encuentres o que por lo menos lo haya agarrado una familia que le de amor.,P
@grisel_ok si hermoso y esta muy agradecido,P
@mister__lemon Tenés que conseguirte un estudiante y ponerlo a hacer una Tesis sobre Twitter (en la FCS de ser posible,NONE
@amartino mañana sobre que vas a hablar? Sobre los puertos de la nueva MacBook pro.. ?,NONE
@ToiaMignone busca un tutorial...si no hay es xq no se puede! para mi muy elevada la pregunta,N
lo peor de salir a las 7 es no disfrutar el dia,N
@MartinParedes90 No hay necesidad. Hay un par de trucos que te permiten verlos. Claro q para eso te tiene q interesar @mister__lemon,NEU
Da en la vida es facil,N
"@FSOGArg @lulopilato @michaelbuble Es muy triste... Yo me enteré el jueves de noche, en Argentina ya se sabía..",N
@cyberplant no es esa. Pero ves? el pin más común es un montón de tiempo para un café.,NEU
Disfrutando en Uruguay...Ahora esperando a que empiece #LoMejorDeOT en tve internacional,P
Lo bueno de vivir con dos hombres es que el acondicionador dura mucho mas,P
"Un dinosaurio entero me comeria, morire de hambre, oh dios no lo permitas, soy muy jovencita",N
@gabouy pero antes si era asi es parte de nuestro barranca abajo haber perdido eso,N
Tengo que reconocer que es imposible que Lio me conozca o leea algun mensaje. Y eso me pone espantoso,N
Todos son retwitteados y yo nunca,N
El miedo que generó fue impresionante.,N
@Lascosas690 EXCELENTE lo de Axel contando como se termina con DELINCUENTES en fútbol. ¿Cuándo repiten programa para grabar y amplificar?,P
"@J_B_Rodriguez @mariansugarci Que nos pasen la ""fórmula mágica"" así hacemos lo mismo!!",NEU
@lorenacionaaaal jajaajja soy mas bueno aparte lo que yo haga o deje de hacer no tiene nada q ver con la persona que este jajaja es chica,NEU
@Nicolasalvarez0 @pmhvega si votó en Blanco o Nulo le terminó regalando las mayorías parlamentarias al FA,N
"90 oye, tu me caes de 10! jajajajja tu nombre me dio ganas de escribir así no se pq. La mejor con vossssss",P
@SanchezMassi me parece que queres perder feo,N
"El asesinato nuestro de cada día... Pero, eso sí, Vázquez está muy contento con Bonomi.",N
@Librumface Para trazar estrategias suele ser necesario tener una razonable seguridad de para qué lado va a patear el contrario,NONE
Encima tengo muchas fotos juntos,NEU
@afigue2010 muy divertido @martinbossi en @desayunos12... humor y espontaneidad... de los más talentosos de la vecina orilla...,P
"mis dias ya eran reeee aburridos, imaginate ahora sin celular",N
Enere sociología con 11 jajajja va a ser la única en todo este profesorado de seguro ! re feli,P
"Ah 8 Personas Le Pregunte Que Me Hagan El 2 No iban a pasar mas de 1 hora y media pero Ta Nadie ""Puede""",N
"De mañana hasta el miércoles estaré de campamento, así que perdón si no respondo el MD, estoy inactiva, etc. Es que no dejan llevar compu",NONE
"Ganas de pasar todo el día acostada como ayer me sobran, pero tengo clase",N
"@Malabrigo25 Las sorpresas de Pandora no eran muy agradables; yo, en cambio, sólo doy sorpresas agradables",NEU
"@QuemasDePasto es el autor favorito del Seba, bo! más respeto!",N
@beeeel12 hubiera ido igual podía hasta las 4,NEU
"#AbrahamMateoEnUruguay @AbrahamMateoMus Va a ser 4 años que soy abrahamer, y ni siquiera lo pude abrazar. Que triste es mi vida",N
"Col siempre me gana en las discusiones de bobos que tenemos, eso confirma lo boba que soy ja",N
@JulianeroSoy no te amargues ojala que aparezca y si no bueno,NEU
"@RufinaCamejo Comprando ropa en el barrio chino en Los Ángeles, ni inglés hablaban @dannyviLe",N
lo que daria por darle un abrazo a mi vieja,P
@Alfredo_Bruno Lo que es no saber... es la herencia maldita de mis padres que querían que estudiara algo útil,N
@Alfredo_Bruno Mi formación científica me hace ver un vaso inadaptado a la realidad,N
@mister__lemon Me parece que está prohibida la importación. Debe ser como la marihuana. Podés usar pero no comprar @progresismouy,NONE
@mister__lemon No sabía que los cigarrillos electrónicos estaban prohibidos @progresismouy,NONE
".@macielguillermo Guillermo, avisale a las Naciones Unidas que dice Bonomi que los datos que dan están equivocados",N
"@gbudino @cutcsaok @Dmartinez_uy seria interesante que Cutcsa entonces libere sus datos, que en el fondo son de todos",N
Aunque intento no ver todos los episodios seguidos porque ya se acaba,NONE
Tengo el labio cortado a la mitad el de abajo,N
"@mister__lemon Seguro que tiene un sólo pulmón, como todo el mundo.",NEU
@federicod Es posible. Quizá en realidad es la tendencia de la derivada segunda. La polarizabilidad de la seguridad,NONE
¡Llegamos a los 8000 seguidores! Gracias por acompañarnos en el camino del trabajo independiente. Sigamos creciendo juntos #freelancer,P
"@AntoTamilia @Uber_UY ajaj como esperaba tu comentario, parece joda, no es lo mismo de antes?",N
@alvrod Nunca apuesto cuando la probabilidad en contra mía es 1,N
@Vecort1577 O en la misma al otro día,NEU
"@grazianopascale Sí, es increíble lo que está diciendo. Incluso que su gestión se compara favorablemente con la del FBI @LeoVeigaSanchez",N
"@alimarve Trasladarte en coche con chofer, tener guardaespaldas y ganar un excelente sueldo ayuda @federicod @LeoVeigaSanchez",P
"@UruAlejandro Me dicen por la chicharra q Obdulio en el año 49 hizo una huelga reclamando dchos de los futbolistas. O sea, segunda vez.",NONE
"@mister__lemon Excelente idea. O, por lo menos, que no pudieran hablar más de una hora",P
Bonomi esplendoroso en su ejemplificación personal del índice de Dunning-Kruger,N
"Hoy hace un mes que están juntos. Cuanto los extraño,pero están en un lugar mejor",NEU
"Los verdaderos hinchas de #Nacional no perjudicamos nuestro club, no insultamos adversarios. Alentamos a los nuestros, eso #EsNacional",P
¿Qué tipo de proyecto de diseño es tu preferido @Marinachan555 ? #DíaDelDiseñadorGráfico,NONE
@gustavohlopez Cebolla que use nuestra camiseta celeste abajo de la roja y uds. compren camisetas de los cuadros europeos para todos !!,NEU
@2891891cap aaaaaaah bueno algun dia igual te vas a anotar en la mia vas a ver. Ya voy a caer con tacos de 30cm,NEU
@letifcosta yo salía viernes sábado y domingo ! pero ya esto muy viejo pa esos trotes !,N
"entonces si estás así es porque querés, xq sino queres me escribis y liiiiiisto",N
"@smallxespos ay que linda q soss, vos iguaal!! Es una bebita lo q pasaa, mi user es el apellido de Axel y Celeste",P
"Alguien que me hable porfa, no me quiero ir a dormir",N
Paaa en las imagenes de los que entran a declarar hay uno que se re parece a mi compañero me muero firme,N
@elojodeava 1cm es margen de error!,NONE
"@elojodeava Basta balalaika, enseñanza laica viña etrusca añeja. La lleva o la deja. Si no es la que busca, plástica katiuska",NONE
Te banco! Jajaja no estoy enojado contigo ni ahi te quierooooooo @AgustinINeedYou,P
Que bueno cuando terminas el día pensando: que bien me salio todo! chin chin por muchos días así,P
@sara17almada @p0nja jaja hay que andar siempre limpito y arregladito por las dudas !,P
Que deje de llover que yo estoy solo,N
@PabloCardelino ¿Esto es joda? Espero que lo que suben al camión sea distinto de lo que descargan @LeoVeigaSanchez @JMilei,N
@LeytonLujan @TipicaLoca @javielmast cuando era chico mi mama me mandaba al almacén a buscar 3 cosas y me olvidaba de una seguro ...,NONE
"@cuervotinelli Papá estoy muy contento !! , voy hacer el curso de producción televisiva que dictarán @elchatoprada y @hoppefede , besos!!",P
no puedo entrar a terra,N
"Hoy pasamos re lindo con la chicas, jugamos a las cartas hasta re tarde y nos morimos de risa",P
@sermex2006 ¡Hola! Hay más criterios que el puntaje únicamente Eran 10 preseleccionados para votar entre el público. Saludos!,NONE
@letifcosta @perezfedullo traduciendo es un imbécil !,N
@nicomarone @salocinuy algunos llegamos a ese resultado después de un arduo trabajo y consulta previa con calculadora !,NONE
@nicomarone @salocinuy aprendido y archivado ! después salió otra del mismo tipo y fue fácil y otra de otro tipo pero básicamente igual..,NONE
Se dan cuenta de que en 3 meses cumplo los 20? estoy vieja loco,N
estoy muy cansada y muy mal como para estar hoy en twitter,N
Estoy re triste por el Cappelli,N
@MhBazzino10 Hola María Helena!!! Muchas gracias amiga. Mañana iniciamos con mucho gusto con la info desde aquí. Abrazo grande,P
@GuilleT @Improfit Hola! Estamos trabajando para sumar opciones. Podés recomendarnos restaurantes!! Saludos!,P
@Loquilla_Si sip! Me estoy manteniendo ocupado,P
"@soyvedito soy una mierda egocentrista, sin rumbo fijo en la vida, que no merece mucho o casi nada... etc... ufff sono bien desahogarse",N
@TipicaLoca yo no me pierdo nadita ! ahora es formal ! en la mañana veo todo del cel pero no contesto ni subo nada !,NEU
@decanoypadre escuché bocinazos y no había empezado la jugada,NONE
"@Reirtesalvaaa pero ni me conoce, aparte siempre me hablan los peores",N
Santiago no me hablo nunca más lo extraño,N
@Jullgallo no podes verlo por Vera+..? que horrible verlo sin relato uruguayo!,N
@sara17almada1 feliz cumple sara ! que lo pases muy lindo !,P
"@victorita_fest para nada, ya arranque el segundo termo. Vengo de un finde largo, no da para calentarse. Buen dia",NEU
@RomanaFerrer Seguro que tienen miedo que llueva y se les mojen los datos,N
@victorita_fest te hice las caipis ayer y no fuiste,N
"@FernandaDhb No tengo ni un peso ahorrado, voy a llorar",N
@juanamaro22 Tal cual. Muy difícil que se apliquen otras políticas de seguridad con mismo ministro convencido de que está bien lo hecho,N
"@jazzaldia amigos deseo establecer contacto con uds. Agradezco me envíen inbox mail, enviaré material de mi musica",NONE
Necesito volver a Samsung por más de que iPhone tenga tremendo sistema operativo no me permite ser tan libre como galaxy,NEU
"@victorita_fest Si, justo ese que comi estaba tremendo. Bueno pasame la dir por interno",P
husmeando en terra a ver que se ve,NEU
Va estar lindo el veranooo aca,P
@Rosua15Ad a la gente le cuesta eresarse en una encuesta ! se sienten limitados...,N
Qué emoción! Acabo de conocer al fenómeno @rusomyc y es veterinario de mi Lolo! Preparate para mis consultas cotidianas jeje,P
"Los pequeños detalles, crean grandes sentimientos.",P
@harrycourage fue por una buena causa !! no me malinterpretes,NEU
@jeansuarez33 tenemos que disfrutar hoy es rl ultimo dia de cel,P
"@corosenlamosta bueno... vos lo escribiste, yo lo leí. Me hizo acordar a cosas, mala mía",N
"@_mariajosee_ Hola, te pedimos disculpas! Por favor envianos tu mail de usuario por MD para que verifiquemos qué sucedió. Saludos.",NONE
"@kaunistalvi Hola, ¿pudiste cancelar tu pedido? Siempre tenés disponible nuestro chat en la web para consultas más urgentes. Saludos!",NONE
Que bueno ver a personas que te alegran Aunque sean sólo 2 minutos,P
@mercitextil Te pedimos disculpas Por favor envianos tu mail de usuario por MD para que el equipo de atención al cliente te contacte.,NONE
"@cuervotinelli Buenas noches que descanses !!,12 días para verte;3, prometo ésta vez quedarme hasta el final del programa así te conozco",P
@salocinuy @Agronegocios_Uy creo que raúl no se va a presentar.... por lo menos por ahora !,NONE
Recién llego del trabajo me perdí el directo de zelda @juandiazdelgado,N
"@MHackem @mechibasso Tampoco es para tanto, vienen en pack de 2X1 con vaso incluido y es más costo-efectivo",P
@mechibasso ¿el tercer dormitorio es para invitados?,NONE
"@mechibasso ¡Ugh! Eso fue un golpe bajo. Nunca visto, nunca visto... no... excepcional, único, original, exclusivo... @MHackem",NEU
@Adri_tranqui gracias ! que tengas un lindo día también !,P
"@ebelgeri sobre todo la parte de la nota q dice q hay q pasarsela a los del mismo color, algo q para Uruguay es revolucionario",N
@RoSo_54 @Adri_tranqui ya estoy pronto ! la cucha despejada !,P
"@deejay_madox ajajjaja era de imaginarse, ir hasta allá y no tomar nada es un embole, tremenda joda me perdi",N
Caminar no sólo es bueno para la salud Sino tmb para el bolsillo,P
@TipicaLoca @vmayo72 hola ! algunos han cambiado varias veces de nombre...,NONE
"@ToloTelli14 @BrandonLemusV @CaioTeensarta @marca 2 copas del mundo, 2 olimpiadas y 15 copas américas",P
@ToloTelli14 @BrandonLemusV @CaioTeensarta @marca y la ultima tuya hace 15.,NONE
"@cuervotinelli Papá se me esta complicando el trámite ..TE NECESITO MÁS QUE NUNCA.te juro que me siento re solo , quiero una familia",N
@TipicaLoca @salocinuy @Agronegocios_Uy dicen las malas lenguas que tiene o tenía el conocimiento para ser licenciado..podría calificar.,N
Mi novia me compro un pajarito hermoso y cómo está en cautiverio se loq sido ella en la casa no me lo deja cuidar,NEU
"@RufinaCamejo Ta, ahora te hacés la superada @claraklayton @RichardRead2014",N
"Gracias al imbécil que tiró la botella me quedé sin cancha hoy ,mal vos pelotudo .",N
@Fanta_Esp @Rubiu5 no soy de madrid asiq nadap......soy uruguaya,NONE
"me gustaría q acá hubiese fav y corazón, así podría usar el ️ pura y exclusivamente cuando ponen foto de comida",P
"Enamorarse de la misma persona todos los días, eso es amor. #buenfindesemana @KarinLedl1",P
@PalacioYazmina siiii ayer a las 23 en vtv.. Y bueno yo tampoco me vi,NEU
Y bueno sera con conducta hoy,NEU
"duermo como los mejores hoy mañana juega el bolso , me falta ella nomas",P
"Con todas las minas hermosas que hay, oportunidades cero",N
Happy Birthday to the adorable #Dakota Feliz Cumpleaños para la adorable #Dakota,P
Mi mejor amiga me está desmejoramigando espero que mary no lo haga también: (,N
"@grisel_ok a mi y a muchas personas nena ,que pasa ?aunque no nos conozcamos aqui estamos presente yo estoy",P
"@diegodelacurva , es cierto eso? No seas malo, aportas mucho al programa, se te va a extrañar de verdad",NEU
Rompí la licuadora! Genial! Batido a la mier!!! Necesito una nueva licuadora,N
@ximerba @tvshowuru @perdidoseter Que no fue mencionado en el artículo ni en los tweets citados (yo lo excluí del Storify a propósito).,N
@maxicarroz Hola! Lo armaremos en las próximas semanas y les daremos instrucciones por aquí o por el mail que dejaron en el cuestionario,NONE
"@kiki_fiore Una vez te lo enviemos, lo puedes subir como imagen a tu porfolio. Aquí @workanahelp podrá darte más detalles",NONE
@PaisaVlogs Las mejores cosas tardan en llegar,NEU
@ChrisNamus cómo está esa chula cada vez mejor,P
@isaacBIOvega @saxmann yo no lo mandaria a prision optaria por otra cosa,NEU
"""No hay mejor momento pa' matar que cuando ya te dan por muerto""",N
"después 1 mes me entero q a una piba le robaron las entradas para el m&g, ayy pobre!",N
"@kirazeuss hay nena que tengas un hermoso dia Muy Feliz Cumple ,por muchos años mas ,si Dios quiere",P
@ColifaBack @crisacmol @UrtubeyJM @JCanoOK esta ocupado con su flamante casamiento,NONE
Uno se levanta para jugar al fútbol y la gente va por la calle disfrazada saliendo del boliche,NEU
un capitulito de Gilmore es la medida perfecta para esperar a que la masa crezca...,P
@delphlexnie la gloria d nuestro padre jesuscrisro estará cobmigo en mi camino,P
"@FinealSuarez Es tierno, como un niño amoroso",P
"@perezfedullo Cómo andás, Moni? Está hermoso hoy, ehhh.",P
"@fernan_caceres Pedro ni lo conoce al tipo. Alguien que es íntimo de Susana, va en una lista del PN, después en otra del PC, cualquiera.",N
"@letifcosta importante el compromiso con la comunidad, es buena señal",P
@Diegourug grande guiri!!!!! Jajaja estabas en la multitud,P
Como me encantaria ir a abrazarla a mi amigaa ahora mismo y decirle que todo va a estar bien,P
"Estuve apuntó de crermela igual , a Dormir así no me reclama nada después",N
"@cedrezzz no creo que sea posible, los horarios de mañana me mataron, tengo que salir de una cancha a la otra y luego gpc",N
@junchyg16 nùbiles doncellas ?entonces yo me salvo,NEU
@junchyg16 Bueno me dejas un poquito màs contenta gracias,P
me da miedo crecer.. ya me hago la comida yo me quedó rico igual o_O,NEU
"Nos fue bien en el parcial , solo nos faltan 4",P
@Goberlik @ecos_la Sep. Es necesario investigar pero no justo ahora ¡Qué lenguaje apolillado!,N
"@LuisSuarez9 Grande Lucho!!! Vamo arriba, es enorme el legado que dejan al fútbol uruguayo todo! Gracias",P
Estoy terminando #GilmoreGirls para estar prontita para el 25 de noviembre...,NEU
@alem4p buen punto a mi la lectura me llevo a otro lado. Creo que depende de que te dieran a leer,NEU
@ChicaDelBidon me siento mi madre cuando no quedaba embarazada y las compañeras de la clínica si.,N
"Hoy salimos de trabajar y nos vamos, a vergara con el loco maty,a tirar unas curva en esa pista",NEU
Que feo lo tuyo pibe..,N
@ffanoch @ObservadorUY jaja si el concepto es irregular no asimetrico,NEU
Tengo tremendos nervios con la defensa del proyecto de estudios económicos . No me la quiero llevar a exámenes,N
"mi sábado está siendo lo menos productivo posible, yo ya gané!",NEU
No aguanto mas esto quiero estar bien sacarme esto y no tomar mas pastillas sentirme feliz sentirme igual a los demas,N
@Loli17 @THR Si me avisaron el otro día acá no creo que este pero estaría muy bueno tenerlo jjijij,P
@susanagkp Leí coment de gte q no entendió nada el sentido de estas elecciones y sólo suelta veneno sin detenerse a analizar nada. Agotan,N
Hoy es el dia perfecto para ir caminando por la calle mientras les ofreces caramelos a los niños chicos...,P
"@Solenrivero Buen dia soleee!! LLegue temprano si, trabajo poco esta semana asi que ta, hago un esfuerzo",P
"Porque la fecha esa tiene q ser justo el día de mi cumpleaños, que rabia y q triste",N
@diebamu y por supuesto los bloquee,N
@kiki_fiore Los freelancers pueden usar la cuenta básica de @workana que es gratuita y no deben pagar por trabajar,NONE
me duele mucho el ojo derecho puta conjuntivitis,N
Es una interesante iniciativa @ajbodoc Por ahora podemos hacerlo por aqui en twitter #FreelaOnline,P
Necesito urgente ver a Seba,NEU
"@Rabii_says Están algo demorados pero en proceso ¡Llegarán, no se preocupen!",P
@leifermendez En breve te contestaremos desde #FreelaOnline,NONE
Siguen con mi caída en halloween pasado loco fue hace un año es hora de #superar,N
"Mi ""supuesta"" pariente segun la cabernicola me ah mandado la soli",N
@ajbodoc ¡Armar un buen equipo es espectacular! Tendremos esta propuesta en cuenta en próximas actualizaciones,P
@Roberto_Anchia Muchas veces se toma el valor local como referencia y olvidamos que hay competencia internacional #FreelaOnline,N
"@LeoVeigaSanchez Es cierto, no es su estilo. Su estilo es no comprometerse con nadie y quedar bien con dios y con el diablo.",N
Necesito unas tortas fritas de mi suegraaa.,P
Es divino y se extraña pero ya fue,NEU
Amo saber que en cada segundo de ese homenaje estaba mi infancia feliz,P
@BrunaSosa7 @JuaneMartinez17 Ayyy vidaaa. Bueno te dejo juane ya no da para mas. Fue lindo mientras duró,NEU
@mariapaolini5 jaja creo que te copio ! son bastante insufribles ! hasta mañana y que descanses !,NEU
"si no veo a lali este miercoles no la veo mas, tengo tremenda mala suerte siempre",N
Hoy era un buen día para que Rodolfo Pereyra no me tenga bloqueado,NEU
@mvdsister No seas mala Celina. No te das cuenta que ya sabe dónde lo tiene que llevar?,N
@Rabii_says @moiseshg Fue una semana poco feliz para varios sitios online ¿Ya pueden seguir la transmisión?,N
@cuervotinelli Buen día Papá !!      :+ TE AMO MUCHO ...,P
"@nachoabalos si, lo ideal sería q te la llevan a tu casa o lugar de trabajo y de paso que sea en un bondi @ElOjoChurrinche @Dmartinez_uy",NEU
Juro que pienso que Glenn sigue vivo como aquella vez y que el y Abraham estan bien,P
me tendría que dar igual pero no puedo,N
"@HECTORYEMMI Feliz Cumple que tengas un hermoso dia ,como todos los dias de tu vida",P
@eltreceoficial yo la vi muy bajoneada y tensa pobre @barvelez ...,N
Aaa que mala suerte tengo,N
@guuatever @LeidiPonzonia Las teorías anticíclicas que todo sindicalista que se precie defiende.,NONE
Me gusta sacarle una sonrisa siempre que uno le saca solo lágrimas (y),P
"@dannyviLe Es la pelada. Si los estudios dicen que te hace más alto y más fuerte, seguro que también más joven",P
"@solesalva lo mismo vos ,cuidate",P
"@diverso_alex no, uruguay son 3 millones, no me siguen tres millones jajajajajajaj vos sos tarado? Te sigo si",NEU
@KevinistaOk que egoísta de tu parte decepcionada,N
"@CataDiaz100 ah nno perdon mejor dormi t va a hacer bien, comete una bananita",P
Esta lleno de mosquitos los odiooooo,N
Ya voy a juntar pastito y agua para los camellos de los reyes magos,NEU
@sergiouy52 lo sé Sergio. La dedicactoria te comprende por supuesto,NEU
@AntonellaMombru pq somos mejores y valemos más,P
@cuervotinelli @lourdesanchezok @elchatoprada que increíble !! Yo nací hace 36 años y nunca tuve Papá o padrino o algo... TREMENDO !!,N
Yo muchísimo mas . Hablamos al DM y te paso él apartado postal,NEU
@degeronimi @mercadopago muy bueno felicitaciones!! Se necesitaba,P
@grisel_ok muy bien y vos?ando con ganas de algo dulce,P
@ZockClient se suman los 2 clicks del mouse y de un click normal de 3 pasa a tener un click de 14 no son macros 2/2,NONE
Ya extraño romperle las bolas y peliarlas ya se que me extrañan tambien,NEU
"#LaUltimaPalabra Guillermo sos un tipo joven, fachero, andá al dentista a que te haga carillas abajo, cuando hablas solo veo eso",NEU
me siento una esclava hebrea siempre sufriendo,N
@AntonellaMombru si igual si me vas a mostrar una foto no es nada pq prefiero las cosas saladas,NEU
Empezó a llover y me puse a cantar esta canción jaajjaja,P
"me preocupa la flacura de la china, posta. NO era asi de flaca ella",N
@GramaticaReal por ejemplo si eres MANO larga jaja,NEU
Solo falta que me siga @CaELiKe Porque La argentina ya me sigue y Facu también,P
@alejandro_mhr el cine de Irán es de los mejores en el mundo,P
"@TiaEuge2011 siempre me gusta leer e informarme, por supuesto. De hecho no es q desconozca el tema, pero x supuesto. Gracias.",NEU
"@MonteroEnzo1899 hola soy joaquin y tengo aire, arre q no me anda",N
Si gana Trump que pasará con la bonita,NONE
@selectornectar @eskartas un día de estos en que se acueste borracho lo volvemos dejar igualito!,NEU
hoy entro un poquito más tarde a trabajar #BuenDia,P
"pa en esta parte del año me pongo re melancólica, voy a extrañar tanto ver todos los días a las gurisas",N
"@RissoConDosEsse Te voy a espoliar ahr no ,lo único que te voy a decir es que esta muy bonita, divertida y tiene un mensaje",P
La verdad que me encanto el #McDiaFeliz en @mvdshopping Un placer estar presente para ayudar! @mcdonaldsuy,P
@freezedolan igual same estoy igual q vos con lo que pusiste el año que viene será,NEU
"@CAELIFANCY falta poco para tu cumple mi Cami ,te extraño",P
@SantyTkd11 subi a la azotea por tu tweet y esta normal,NONE
@steinpipe @elgaita @mmacri1 @MarioVa52 Juntos y Rodeados de campanas,NEU
"@PALMERPATO Que lindo ""mundo""ése entre la profe de teatroa los 22,23,aue lindo....""nostalgias""",P
Yo tengo él grupo perfecto de 7 chicas para ser IBFs grupales,P
Nada mas lindo que agarrarle el auto sin permiso y salir andar jaja,P
No tengo cargador que lindo,N
@grisel_ok como estas ? yo toda las noches ando por aca nena,NEU
#LosRicosNoPidenPermiso todas las parejas juntas como deberían estar menos la de #rafana voy a llorar,NEU
"Aparte me siguen las personas ""mas importantes"" de tw",P
"@xkidas @diegodechena Te voy a liberar de mí, así dejás de lloriquear y protestar, chilena huevona. Chauuu",N
"yo no puedo tener rulos ni con las cremas esas, pero me las pongo porque tienen rico olor",NEU
"@RissoLula niña feliz cumple, que pases lindo",P
"@elojodeava hay escabio gratis, pero igual dudo, es duro marchar...",NEU
"@susanagladysfer si discrepa y deja su banca me parecería muy bien, pero así no me gusta, creo q es abuso. Besos, querida Susana.",NEU
Creo que lo peor del trabajo es tener que sacarme los anillos y la pulsera,N
días de frío = agua extremadamente fría para tomar,N
"@Chorros_uy Una consulta?, varios community manager están preguntándose como se hace para la denuncia del MI y así ganar más seguidores?",NONE
Espero que sea el cargador el que este fallando y no el celu!! Me sale mas barato un cargador que un celular jajaja,NEU
Subiría una foto de mi boletín pero es muy mainstream y yo soy único y diferente,NEU
@elijuambeltz un canguro GAP como único aliado,NEU
"@Kanalla10 @negromagallanes disfrutá mientras puedas, q prontito se acaba.",N
@_suniac que ya no quedan diseñadores gráficos anarquistas?,NEU
"@milecorreaa pa bo te juro que no me di cuenta, te extraño enana",N
ves esa sonrisa es falsa como tu amor,N
"@barsacampeon10 Qué horror, la mala suerte de esa pobre niña es tremenda... Pobrecita...",N
se ve que no me conocen ni un poquito,N
muy sensible esta la gente hoy dia,N
"no se puede hacer ningun comentario che ,que feo",N
Me quiero pelear con alguien y siento que ya estoy grande para andar en bardos,N
@NeckoLol Eu necko que lastima el lunes no se si me puedo quedar hasta tarde :u es dia de semana tengo liceo (secundaria),N
"@loli_pontes yo me tomé este finde para planificar mi funeral nomas, salí los dos anteriores, si me hubieras dicho antes lo consideraba",N
"@LovesDalasito uhh que lastima, bueno igual no podia ir a la firma",N
"Mi celular él táctil esta roto ,entonces después de las clases lo voy a llevar a arreglar Así que pronto podre m…",NEU
"@NinetalesGD leeel bueno, ahora hablas con mas personas",NONE
Intendente #Flores @FEcheverria50 ¿Qué está haciendo para terminar #RuidosMolestos en #Trinidad? Los derechos de TODOS pasados por arriba,N
"Uruguay es caritativo, nosotros estamos segundos igualmente",P
"@cuervotinelli el 27 de diciembre tengo mi primer sesión, luego el 11 de enero... NECESITO HACER ESTO POR MI PARA SENTIRME PLENO !!",P
"@Solenrivero Puede ser, no soy histerico yo, asi que no puedo darte una opinion personal",NEU
"La tía se levanto y me dijo "" madrugastes o te caistes de la cama?"" Y ni si quiera e dormido",NEU
"Bueno, ya me cansé de poner en su lugar a esos muertos chilenos. Será hasta mañana, amigos",N
"@xkidas @NCouto2000 @GonzaloCelis para nada, sólo estoy poniéndote en tu lugar: el de los mediocres q nunca tuvieron una copa mundial.",N
@mister__lemon Está el FA... pero no son profesionales,N
@KarennPladaa estamos en la misma soy pobre y sin ropa,N
@MarinesStrasser ahhhh es genial eso pero esytoy de viajeeeeee! beso y mucha suerte!!!,P
@Duarteftagus En Argentina el 1° de Diciembre,NONE
@gbudino venite a hablar de tus teóricos virtuales! vengan con otros de la cátedra! también de como usan las polimedias,NONE
@joacobolso y lo peor es que con los republicanos en el gobierno de EEUU el futuro está jodido mismo,N
"Cuando se acuerda me escribe, mas lenda",NEU
@RochiisuarezBj No tenemos  Pero va a estar en todas las librerías del país y hay varias con tienda online,NONE
@LilianBertrand @sergiouy125 @jdelossantos201 nooooo obvio yo tampoco nunca jamasssss x eso me lo pregunto quienes fueron? Pero van 3gob,NEU
Joaco si ves esto te extraño,N
"@xkidas @NCouto2000 @GonzaloCelis Bicampeón? una copa comprada de local, otra inventada x la fifa conmebol. Saludos a Jadue.",N
Digamos que se me hizo un poquiiiito tarde leyendo noticias y escribiendo algo. Será hasta mañana,N
"@xkidas @bambootik @NCouto2000 @GonzaloCelis las tuyas ya se oxidarán, y no vas a ver nunca una siguiente.",N
"@xkidas @bambootik @NCouto2000 @GonzaloCelis copa 15 de América en 2011, cuartos en mundial 2010. Y Chile cómo anduvo en los mundiales?",N
Voy a extrañar aquellas charlas infinitas!!!,P
Hoy la luna esta hermosa,P
Entre al coso cat ese y me descansan,N
Contestame cuando te pinte total,N
Yo sabía que la #SuperLuna traería efectos negativos #supermoonfail,N
@gracma hola nena tanto tiempo .como has estado?te cuento ? yo mas feliz no puedo estar hoy,P
Diría que estudio también Pero es mentira jajajaaj y yo por ahora mentiroso no soy y Odio Las Mentiras,NEU
"@Valezka38 dolor sería ser chileno, la mugre de América. Chupapijas de los ingleses y del pinocho. Cero copa mundial. Saluditos.",N
