content,polarity
Clinton ganó voto popular y Trump el colegio electorado. Adivinen quién es presidente electo,NONE
"@Maceji87 sorry x el delay, pero el app arranca cuando quiere...Abrimos de Lunes a Sábado a las 6pm",NONE
Escucho a @HillaryClinton porque no me aguanté y no puedo creer aún que hayan elegido sobre ella a @realDonaldTrump Es realmente triste.,N
@piladetrastos @tsaitami porque al final siempre llegan a lo mismo: es que ella debió asumir más su lado femenino,N
No es posible que Trump vaya ganando las elecciones y que yo aún no me gane una pizza de @OterosPizza. ¡¿Qué es esto?!,N
@SalgueroMoya por cada acción cometió como 4 delitos a la vez. Eso se llama concurso ideal. O material. Ya no me acuerdo,NONE
@RacheliuxCastro @jkriptos tenemos pendiente un vacío whisky y habanos. Como que este fin complicado,N
Bill Clinton ya está muy viejito,NEU
@dianalaa32 Es una escena de uno de los documentales más respetados sobre naturaleza ('Planet Earth' de la BBC). Dudo que sea montado.,P
Hoy es un buen diaaaa,P
Ya no es tan divertido,N
"Necesito plata, mi regalo de cumpleaños no alcanzó para la ropa de navidad y año nuevo",N
"Yo quiero enseñar mis bolas en facebook, pero su política de desnudos es muy estricta. Mejor no.",NEU
@saywhatmini Hermosa verdad? ️ Me toca quitarlas porque no puedo mostrar caras,NEU
Vean los nuevos emojis #iOS102 El aguacate 🥑,NONE
Tan triste mi vida que me hablan en Snapchat solo para decirme que mis animales son lindos,N
"@ChicadeHumo7 , no hay que sentirse mal por ya no querer creo que es bueno saber lo que uno quiere y lo que no",P
Estornudé y me mordí la lengua porque mi suerte es así,N
"Ya 3 veces me ha dejado mamando, pero la verdad lo veo tan guapo...",NEU
"Suerte nivel, llame a la pizzeria para pasar por una pizza y llueve cuando deje mis sombrilla perdidas",N
Estoy así de hacer una estupidez,N
Les parece que soy una persona odiosa? a cada rato me dicen eso y que tengo cara de amargado,N
El huequito del septum no se me ha cerrado por completo pero ya no me cabe la pieza,NONE
@elinvisiblesoyo jajaja aquí la confianza virtual,NEU
@deprotti la ex novia de 30 vrs Sabina para finalmente aceptar que estas viejo,N
"...y todo lo que hagan, háganlo con amor. 1 Corintios 16:14 Buen dia a todos",P
Buenos días @Rubiu5 que pases un buen día,P
Me estaba sacando las cejas y como se me ocurren cosas geniales decidí arrancarme una pestaña y ahora me duele el párpado y se hinchó,N
Las canciones de Juanes y Julieta Venegas siempre me hacen muy feliz,P
"Viendo FOX pasan portadas de periódicos deportivos solo en CRC no, porque no tenemos periódicos deportivos",N
"@avargas10785 yo hago eso, sino nadie contesta, así ven que no es mi culpa que no se muevan las cosas, perdón por vivir",NONE
@edgumaco yo siempre deseo eso y cuando estoy libre;como hoy> ando desde temprano dando vueltas y sin sueño,N
"Ya no tengo libro para leer ni serie para ver, mis noches se están volviendo aburridas",N
"Mi imposible quiere irse a Europa. Yo tenía pequeñas esperanzas sabiendo que era imposible, pero ahora se las lleva para Europa",N
"@David_Gato5 Mae esque mi top 3 son Dez Bryant, A. Brown y OBJ La de Zek viene de cuarta",NONE
@demimendozaa Obvio ya quiero llegar y verte Así que de una vez organiza Ixma,P
"@Residente y fui a buscarte xq habías agarrado x otra calle, venias hacer un concierto, y bueno pues te encontré al final! Jeje saludos",P
"@Valavb así es, aquí estamos pasando algo similar en estos días",NEU
"@andrest_12 ahh ya ya jajaja. Bueno, buenas noches, que descanse",P
"@tigreshooligan ay tan lindo amigo!! Gracias. Espero que jueguen con rencor, porque se hacen imparables cuando están resentidos",P
"@ticotraveleando ingrato, solo porque usted sí",N
@Zunga a mi solo me quedan 5...ya casi veo la Luz,P
Ay qué bonito todo! Demasiado extraño no estar sufriendo a estas alturas Vamos Seleeeeee,P
@LovatoMyLight jajaja exacto! Esta todo igual solo que mas serio pero nada de declaraciones aun. Solo que siempre nos decimos asi.,NEU
Mi familia ya empezó con villancicos a todo volumen 24/7 y yo que tenia mi musica puesta y me la quitaron,NONE
"@stephvald callese mae jajajaja, el carro estaba bastante duro mae Jaja",NEU
Lo malo de las indirectas esque son como un chisme pero a medias! Y así no se puede..,N
El otro año va a ser diferente y tiene que ser diferente,P
@AndresCastg verdad? Que triste que se haya llegado a ese punto,N
La vara es que odio las materias teóricas y amo cocinar,NEU
Mami va a bajar la velocidad del internet pero mejor eso a que lo quite,P
Hoy me desvelo de nuevo,NONE
Mi papá emocionado hasta las lágrimas con los tenores... hay conciertos que se quedan en el alma para siempre.,P
Me gusto mucho #AHSRoanoke fue una temporada muy buena y mucho miedo pero corta ya estoy ansiosa por la temporada 7️,P
"@Alejandro__Ge hay que pulsearla bastante, lo he intentado un par de veces y nada Pero que buena foto mae.",P
@AdriantixYT yo talvez no vuelva a yt por asuntos personales,NONE
@EdySmol Me encanta que resaltes la moda sin ser superficial sino siendo un excelente crítico! Saludos desde Costa Rica!,P
Lela me escribe Yo le respondo Lela me deja en gris,N
"@nathy_ab Tome un descanso y apenas esté de nuevo al 100% vamos a Dairy Queen, esta bien?",NONE
@EdySmol Correcto! Es pura arte. Mejor no lo pudiste describir. Felicidades!!! Bendiciones!,P
Nadie quiere ir a tomar café conmigo,N
"@HolaSoyBataa Pero interrumpiste en mi sueño, perdí el sueño en ese momento y gracias a ti no fui a trabajar porque me quede dormida",N
"Que bonito es anunciar que los excedentes de la Asociación Solidarista, ya estan depositados",P
"Aún no puedo salir de la U porque la tarifa de Uber está alta, me escupo",N
@wheeeing lo mejor es que no sé ni que voy a estudiar,N
"@Kengope oh, yo es que estaba curioso de Google Play Music. Apple Music no me sirve",N
Estos #CinnamonRolls traen muchas pasas... puro sabor a #Navidad!!! #ProsanaFoods #EstaciónGourmet,P
"@cinn_gc10 Un chivi que hace videos y es más tocándose el cabello que video haciendo ""algo divertido o entretenido"".",NEU
"@itsshirrley hizo un tiempazo en una ruta desafiante, ¡felicidades! Es muy muy campeona ️",P
Me hice un sándwich. En vez de queso le puse leche condensada y aún así lo puse a tostar,NONE
En Face Oswar me deja claro que no soy su amiga,N
@_void07 ¡CALMA PUEBLO! Todo va estar bien. Solo vaya presente todo y haga su fucking examen tranquilo.,P
"Este año más que otros ocupo trabajar esta temporada navideña, ocupo plataaaaaa! Si alguien sabe de algo me avisa",NONE
@kabek Y suuuuper diferente a sus trabajos anteriores! Tengo que comprarlo tho porque no esta disponible en apple music,NEU
"Me gusta el rumbo que mi vida esta llevando, me siento tranquila y contenta conmigo misma",P
Lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo.,N
"Que ladilla, yo soy chevere",P
Solo actividades de mi interés me hacen levantarme a las 4am de menos jamás en la vida.,NONE
Después de una semana comiendo en México a un precio ridículo... lo último q haría es ir a la Feria Gasto-nómica #lluviaencasa,N
Hoy nos tocó de últimos en el Festival Navideño de PZ y lloviendo. Adivinen cómo quedé.,N
Ya cambiaron al modelo d Paco Rabane. el que estaba antes era un muñequito yico.,NEU
Extraño mis siestas de todaaaa la tarde,N
@vivihbena ahhh pero ahí estaban las rubias -.- jajaja ( que mal que no se te quite),N
@gpenavalle De las impotencias más grandes. Entiende uno qué significa la resignación,N
No sabía que el amor de mi vida iba a cantar. Hubiese visto el programa.,NEU
@Kevoludo24 todo está súper barato porque casi nadie fue el festival.,N
Ahora sí es oficial... tengo el trabajo más chiva que podía pedir,P
"@vikyro18 sii claroo, en play 3 podés comprarlo por 5 dolares. Pero ya en ps4 no",NONE
Qué feo es tener que terminar con alguien; y más cuando las dos personas aún se aman pero el entorno no es favorable.,N
Ayer fui a @subwaycr y aún no estaban listos para recibir donaciones de puntos,N
Casi me aplasta un árbol pero lo bueno es que en la casa ya llegó la Navidá,NEU
"@rafa514x te creo, solo ganas de trollear",NONE
- se llevo los doritos y los frescos - pero no se llevo EL PAN @MarianaCruz04,NONE
La lluvia definitivo que no me tiee piedad cuando ando en bus,N
Odio a mi profesor de estudios sociales,N
Que asco spotify desde la compu,N
"@FedeOrtegaV Ojalá lo consiga, pero también ojalá la empresa del concierto le dé otra como sorpresa o algo así",P
Me gusta dar los buenos días BUENOS DÍAAAAS!,P
@laqvienedelsol @PilarAcuna Yo la dejé como 3 años y ahora volví. El día que termine del todo empezaré un largo duelo,NONE
@elchamuko me alegro milord! Feliz regreso a su casa en el averno!,P
Lunes con L de Lindo! Gracias Dios por el trabajo,P
"@Mariete772 igual estaba en exámenes finales y estuve muy inactivo, espero volver a la normalidad de ahora en adelante",NEU
@lawanddemons perdón por ser la peor prometo darle mucho amor comprensión y ternura apenas termine el semestre,P
"Hoy hice todo de una manera olímpica, pero algo se me tenía que olvidar. ¡Ah sí! La sombrilla.",NONE
"@Vane_Arcia Sí, era justo y necesario. Lo hice y me siento mejor",P
"@Noy_07 Pues de hecho sí me funcionó, me siento más tranquila después de eso",P
"@MonumentalCR Buenos días, un éxito su maratonica, yo me sumé y sé que van a llevar mucha alegría a personas que están sufriendo",P
"@croq29 @ChisteTipico me ha pasado... Lo peor es cuando sin decirle nada a uno, lo agregan de nuevo jajajaja",N
Preferiría discutir con un umpalumpa que con un (a) cristiano (a) conservador (a) de derecha.,N
@ashzamc Chao con ud!!! En serio no te puedo,N
@MarcosPedzik Muchas gracias por tus palabras. Un fuerte abrazo para vos,NONE
Cansado es poco. Pero saber que hoy se ayudó en algo me hace feliz.,P
@ASuicideBoy me siento muy identificada con tus tweet y vi tu cuenta porque mi mejor amiga aveces da rt a tus cosas,P
"@CamposGeovanni en eso estamos claros, pero yo tengo fe en que los ticos somos solidarios cuando mas se necesita",P
Mi mejor amigo me llamo que ya venía llegando a mi casa Tengo 25 minutos esperándolo,N
@titabobra aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,NONE
"@Mausaga vieras dolor jure nunca más volver a ese lugar, queda en PZ para los interesados",N
"@Oski_1991 Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.",NEU
"Senasa NECESITA casas cuna, apúntense no hay suficiente presupuesto para todos los animalito afectados",NONE
9 horas de que se fue del pais y ya la extraño,N
@jaoc03 que buena fiesta se pegaba uno,P
"Hasta ahora me entero de que existe la carrera de ""investigador de animación japonesa"", he desperdiciado mi vida",N
"Hoy hice el gol de mi vida, perdimos 8-1 pero hice el gol de mi vida",P
"Le envié una foto a Ignacio y me dijo ""Que picha más fea""",N
@Tia_Yeye @Jacko_Pinto no sabia que eran pareja.,NONE
La lluvia definitivo no me tiene piedad cuando ando en bus,N
@rebsvargas Un masculino adulto que es fanático obsesivo de My Little Pony,NONE
@UnZorro88 a mí me gustan de hecho,P
@malamujer Ojalá pudiera darte el abrazo en vivo o al menos acompañarte hoy. Siento mucho lo de tu primo,NONE
"¡Hoy habrá nuevo campeón!, que pase lo que sea, que @MagnusCarlsen sea campeón o que @SergeyKaryakin pierda #CarlsenKarjakin",P
"Pero en realidad soy mucho menos amargada, maldita y juega de viva de lo que parece. Lo prometo.",P
"@bichoclarke leí el post equivocado aparentemente, me salieron los diseñadores snobs en mi feed",N
@andrearivl me voy a morir quiero verlo en vivo y tigo no tiene CBS,N
Pues que dicen que hubo #temblorcr y yo ni me di cuenta porque pasamos ensayando típico.,NONE
"@kathysjo excelente, que grande que está",P
"Quiero demasiado el balde de pollo, cebolla y papas fritas de la Papería. Alguien lléveme",NEU
"#MisPropositosPara2017Son buscar un mejor amigo, necesito a alguien!? nadie?",N
"Que enfermería tenemos, Gareth Bale se podría perder el clásico",N
@titabobra A mí jajaja y veame aquí con los ojos pelados,NEU
@viborildasigue Abrazos para ti desde aquí Vibo ¡Ahí estaré y listísima para grabar la entrevista!,NONE
@solucionesong ...genial iniciativa que nos puede ayudar,P
"""ESTOY HARTA DEL SEMESTRE "" -Yo, sábado por la noche, resolviendo integrales para encontrar áreas.",N
el amigo secreto de hoy trajo un delicioso arroz con leche,P
"El primer capítulo de la primera temporada de Black Mirror es bien pinche triste, wey.",NEU
"@marioredondo @ingenieractc no da igual, yo soy funcionaria pública y no todos pensamos así.",NEU
"Me siento tan sola por las noches, que duermo con Pariss en la cama de mi hermano",N
@AleArguelloF ojalá sigan juntos mucho tiempo,P
@somekindofEdu pero pensé que luego de jugar juntos todo iba a cambiar,N
Ojala tuviera netflix como en los viejos tiempos.,N
@GaritaCRC ¿Y para que me tienes a mi? Son momentos y nos montamos un canal Re-Pichudo,P
Puedo soñar ridícula pero si lloré porque @smilinglybybau se fue,N
@GuillermoBarqu1 Carepichas esas solo piensan en ellas.,N
Es una verdadera ver que los videos mas caca tienen mas apoyo que los que costaron,N
"@eldiariodedross Mandale un saludito a Jonathan Duarte que esta en el hospital pasandola mal con una operacion, y solo ver tu videos",NONE
@andrea___cr @ccssdecostarica Ufff... hay una discusión enorme sobre esto. La Clínica Mayo dejó de hacerlas por años por los resultados,NONE
Porque si estaba bien me tiene que dar calentura de nuevo ??,N
"Lo peor fue que nos encontramos en un bar, y no le pude hablar x mi timidez",N
@twocannn a mediodía? La próxima no lo dude! Aunque me vea serio yo soy un carajo buena nota!,P
"Ya mi relación no es lo igual con Davi, ella me pierde",N
Primera vez que David cena en mi casa y quiebra un vaso.,N
"@Jorge_Rivera8 la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",N
"@tsaitami Descubrir qué somos está pichudo, diría el patán",N
Les juro que lo stalkeo y mi instinto asesino se activa.,N
¡También tenemos tradición #costarricense! Por supuesto! #Cajeta de leche con almendras! La más rica de todas!!…,P
Lo bueno de verano es que en el grupo hay varios compitas,P
Las tenis blancas no se usan todos los días,N
A mí en serio esas cosas de ganar no se me dan,N
"soy la mejor amiga secreta de la vida, quiero el regalo que voy a dar",P
"Hoy será un día muy largo, y mi último día siendo un pilluelo de 21 años",N
Me iré a dormir sabiendo que la única app de manga con la que leo no tiene actualizado ons,N
Esperando que sea un buen jueves por la noche,P
"@arlynerl03 Y si me corrigen es como... ""Trágame tierra y llévame directo al infierno""",N
@estabarca fijo si me gusta hago lo que hice con el episodio VII... fui al cine 5 veces,P
Me encanta la olla de carne pero no me gusta que por ser sopa no me mantenga llena bastante tiempo,NEU
Podría pasar un Día entero viendo sólo mejengas.,P
Si se desesperan nos lleva puta,N
Que triste cuando uno anda en una actividad y no tiene con quien bailar me veré muy rara bachateando sola en media pista ?,N
"@franky2055 que dichoso ya casi terminas, yo apenas voy por el 85 jaja",NEU
@meel_solis estamos en la misma lucha,NONE
@ysareth LA delicia! Mi mamá casi no me deja meter a los gatos Pero les encanta dormir aquí cuando pueden,NEU
"Por dicha solo me volvió a ver y siguió durmiendo, pero me dio lástima",N
Yo me quería graduar con la camisa rosada,NONE
Y si comemos crepas con una bebida de café O un smoothie Hoy habrá feria navideña y nuestra Esparza se pone d…,P
No he visto el nuevo episodio de #TWD,NONE
Buen día @adruari ya le seguimos,P
@MauHCorona Lo normal es aburrido.,NEU
FAV si crees que me gustan los penes (como no soy famoso y nadie le va a dar FAV pues tendre la consciencia limpia),NONE
Hoy me di cuenta que mi crush ya tiene novia y es mucho menor que yo,N
Odio que me cambien mis planes por comodidad de los demás,N
@Izzytica @Unodien regla de los 3 segundos,NONE
@Chuletta diay. Estuvo bonito. 5comentarios,P
"Men @RedstoneKnarias no nos eliques mas de porque pierdes, porque a nosotros lo unico que nos importa es divertirnos viendote jugar.",N
Ya estoy estresada de esperar resultados,N
@Prifv @kabek no hemos ido a la cabra loca,NONE
Me llena demasiado ver tanta gente con la intención de ayudar y moviéndose que lindo todo,P
Mi mamá sólo decirme que estoy gorda,N
@mary_robre asi que ahora tenemos una posible nueva carrera armamentista in the making,NEU
"Sopa Negra, opción plato fuerte en la soda. Dios sabe como reconfortarme después de las noticias agobiantes",P
@natyrodriguez Demasiada decepción con la humanidad,N
"@avargas10785 yo te salgo de eso, yo es por luchona y que me elotan en el work #lindaperopobra",N
Cuando yo vi al Pipi aquí en la conferencia de prensa casi lloro como ese niño Pero solo estaba ahí temblando,NONE
"@chrchaves jale, traidor, vendido a la corona española!",N
@grassengel no podés tener lo mejor de los dos mundos,N
"A la gente buena, le pasan cosas buenas ... al resto a veces también nos pasan cosas buenas",P
Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,P
Desde el jueves pasado estoy esperando el entreno,NONE
Jaja Trump en los primeros 3 meses se va a traer abajo el TLC nos vamos a ir todos a la mierda,N
"No estaba muerte, andaba de parranda! Jejeje",P
@FexCR ufff una cosa deliciosa!! Jajaja Que desorden ! Metí las patas ser feliz Fexito!!!,P
Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @Antrckstr,P
"@MauFonseca11 @FexCR el otro muchacho que es nieto del señor de las galletitas, siempre tuvo una dulce navidad",NONE
"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.",N
@LauraPausini y su canción: Se non te #VIDEO Publicado el 10 Nov del 2013 y aquí te lo compartimos,NONE
Me siento tan cansada y saber que salgo hasta las 6,N
Estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja Pero ya pasé el curso y todo,NEU
"Me acaban de confundir con un estudiante universitario... es el mejor ""buenos días"" de todos",P
"Ocupo el viernes negro para ver si me compro un tele, el mío se dañó",NEU
"Mis primos se fueron para cancun hoy, adivinen quien no fue por ser la unica -18?",N
He pasado toda la mañana metida en Google Maps viendo Costa Rica. Pero no hay Street View.,N
"Me encontré una tarjeta pegada en el cajero y llamé al banco para reportarla, la dueña puede estar tranquila #whatgoesaroundcomesaround",NONE
@La_Llama_ @DosPinosOficial tengo que probarlo. Estoy decepcionado. Ahora el fresco leche sabe a puro sirope.,N
"@nitamar26 @PizzaHutCRC el problema que ya no hay 2x1 en grandes ni tampoco los puntos Hut, son dos pésimas noticias",N
@absa_lon tenga paz bonito que en esta vida Todo Cuesta.,NEU
"Necesito un gato en mi vida así como YA, tengo que convencer a mis papás",P
"@Juanjo90 @CataSolis20 Eso Juan, lleguenle, va a estar divertido. Mucho gusto Cata",P
Para navidad voy a pedir que me suba el ponderado.,P
Yo debería estar dormida y no bajo este largo ataque de ansiedad de baja intensidad,N
Qué triste ver que el odio por una mujer esté por encima de la razón,N
@BreNdiiuXx @BaldiHotSpring1 ya se no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,P
Que viene Nonpa y fijo es para mayores. Ya lloro.,N
"Tengo que aprender a no prestar mis cosas, porque al parecer a todas se les hace muy divertido nunca devolverlas",N
Que dicha que me vale todo lo que todo el mundo diga,P
Ahora tengo que dormir llena de repelente,NONE
No sé ni qué leer para tratar de entender lo que va a pasar. Todas mis fuentes usuales fallaron,N
"El Turrialba me odia, en definitiva, es el milésimo ataque de asma en el semestre",N
"@iMCZC Ay, no me diga eso, todo es posible aún.",P
@jdclarke y que el mae no sea tan desastroso como aparentó durante la campaña. Hope is all we have left,N
"@soofpe06 JAJA y ya ni eso, porque fijo no nos dejan entrar jajajaja",N
"@m_elinna jajajaja yo pensé que había captado la indirecta pero si, está vacilon el avatar",NEU
¡Ya tenemos ganadora! Felicidades @IsabelGarbanzo Nos hablamos por mensaje. ¡Gracias a todos por participar!,P
"PSC / PSOE, Podemos / Izquierda Unida distanciados, jeje!",NONE
Hoy tuve un día muy lindo me chinearon mucho 2 amigos y el jueves uno que amo mucho.,P
"@valeub25 pues sí, sé lo que se siente. Pero piénselo como el último esfuerzo, que ya ahorita llegan las vacaciones",P
@gabrielselva_cr pura vida. Ya llamé pero fue como no haber llamado.,N
Estos días me he soñado con el accidente varias veces Increíble el trauma que generan estas cosas!,N
Me siento tan feliz esta semana cerró bien,P
Cuando cuando estás taaann cansado que no podes dormir,N
"Díganle a Hellen que la extraño, odio estar sola",N
Tan sólo es un mal día no una mala vida,N
No puedo entrar a mi servidor!  y site5 no reponde,N
@charito_garcia_ Pues es un buen momento para hacerlo!,P
@silviauc_cr charita que ya no canto igual,N
"Hoy tenemos la sección ""De su propia voz"" y es por parte del grupo @limite21 ¿Qué nos contarán? Descubrílo en…",NONE
Alguna película tuanis que este en Netflix que me quieran recomendar ? #GenteQueNoCoge,NONE
La vida es demasiado corta para seguir las reglas...,NEU
"Ayer descubrí que no soy amargada, en realidad soy preocupada.",NONE
Acabo de tener una idea formidable que involucra a @tsaitami y por eso le mandé un correo,P
"Decirle a un mae ""perro"" es una ofensa para los pobres animalitos",N
aw Tae lo que daría por poder abrazarte,P
"@fabriziobarth lo siento mucho. Pero si Facebook lo dice, es cierto. Sentido pésame...",N
@Edurraiba es lamentable un tema tan sensible jamás con ese enfoque,N
Esa lagartija tiene que haber estado muy enamorada de mi perrito. Canta llamándolo a la misma hora a diario y él hace mucho se fue,P
Que duro iniciar el día con noticias tristes,N
"O mejor que me digan ""vamos a comer un helado"" y ya.. Ocupo salir",NEU
@karlillag Es muy duro para un niño verse forzado a ser parte de esos procesos,N
"@Fressia_Montero ¿por qué ? ¡Tenés 9 días, actividades y muchas películas disponibles para asistir!",P
"@MedioEnSalsaCR Por supuesto que no le importo a nadie. Soy hombre, eurodescendiente, heterosexual y católico. cc @titabobra",N
".@FannyLu dice que ""Llorar es una locura"" ¿Que opinás? Si decís ¡Sí! entonces a cantar",P
@Jaspn_ Yo voy de fijo. Ahora llamo a reservar,NONE
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @azul999fm,NEU
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @lamejor991fm,NONE
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @OK1055FM,NONE
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @radiocientotres,NONE
"@melangelesvc Ni tamales, pierna, ""fresquitos"", queque... nada!",N
"Y en el café sonó ""Son Inú"". Y hasta los que estábamos sentados, nos meneamos",P
"Malparidos! Malditos! Malnacidos! Ya hay carta de Lillie en ""Full Art"" y todo y de Serena nada",N
@gbviquez yo quería que me dieran la bcr así,NONE
"@TutzyFF jajaja que bueno verla anoche, que pases un excelente día",P
Él se ha ganado un lugar especial en mi corazón.,P
@fabian05_p perdida ya no tomo coca.,NONE
Quiero que en serio me paguen para poder irme a rayar la otra semana,NEU
@XiniaCH Xinia de mi vida tenía toda la intención pero se me hizo imposible al final del día,NONE
Amanecí lleno de la comilona anoche en el #BNOpenHouse ...pero siempre hay campo para más . A desayunar,P
"¡Buenos días! Con o sin gripe, hoy se disfruta el día.",P
"@AzulAlytaSoy nombs cuál tercera. Yo voy a muchas actividades de @bnmascerca en el año, ya van más de tres",NONE
Necesito unos tacones negros a las ya,NONE
@Linnjimenez y uno se pone triste cuando no quedan papas en la bolsa.,N
@SoulsTRK @youcaring ¡COMO QUISIERA AYUDAR! Pero no puedo soy menor y no tengo tarjeta y mucho menos dinero si tuviera ¡le daría todo!!,N
Hoy llegué 50 minutos tarde a clases. Fui literalmente solo 10 minutos. Duré 2hrs35min llegando a la U.,N
La segunda temporada de Fuller house me duró 3 días.,NONE
Estos serán los dos últimos shows que bailo con mis minis bboys.,NONE
"@gabrielselva_cr Ah no, es en el Auditorio Nacional. Hasta el próximo año en Marzo jaja",NONE
"@afranchesqui @marhegu Sí, también he leído quejas en twitter sobre la interacción social en los buses.",NONE
Estaba durmiendo tan ricooo jaja que cólera que me dio cuando me despertaron,N
"@Ana_AvilaM hmmmm no sé, aún las siento pegadas en el cielo de la boca",NEU
@fersalas2205 Yo igual no trabajo el 26.,NONE
@cotarola No salí. No puedo manejar: Migraña,N
Necesito ir a mi hogar y dormir con mis dos hijos peludos y Kabek y su gripe,N
"Porqué terminaba contrato, ya ví seguro se fue solito",NONE
Me hace sentir tan bien al ver a mi ex y no sentir absolutamente nada por el,P
"En definitiva! Me quedé sin campo para ir a Tacares, ya que me había mentalizado y ya hasta quería ir #percebe",N
#YSF2 @MundonickLA La mejor serie en todo el mundo !!!,P
Será que en serio alguien puede dormir tanto,N
@SanzZeriTica y qué? No será la primera vez,NONE
@wkCArlos yo soy igual Jajajaja trató de evitarlo pero no lo logro,NEU
Que buena vibra me transmite @Cocofunka,P
Adquirí @semrush_es para un sitio que abarcara 10 países y hasta el momento me ha parecido una excelente herramienta.,P
"Un País tan afectado como Haití, necesita del mundo entero.",NONE
"@DraHongo y son adorables, pero diay... Ya no hay nada que hacer",NEU
@solounrobot @TVyNovelasMex ¿Será solo digital entonces? ¡Perfecto! De verdad muchísimas gracias Un abrazo desde Costa Rica. ¡Pura vida!,P
@jevs_ Acabo de llamar y si tienen! Muchísimas gracias,NONE
Cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente,N
"NUNCA dejen el Snapchat abierto en el celular de la mamá, creo hoy duermo en la calle",N
Creo que tengo una contractura en los hombros así o más hecha picha?,N
#superluna eectativa vs realidad. Gracias • • • • • • • #crc #puravida #costarica…,NEU
"@ESPN_FDJ Soy de CR estudiante de periodismo me encanta el ámbito deportivo los admiro y sueño con conocerlos, porfaa? #FDJPuraVida",P
Si la U cerró todo... entonces yo estoy libre hasta el lunes,NONE
"Que bonito, la lluvia regresa cuando me toca ir por mi Hermanita al Kinder",N
Alguien tiene algún contacto que haga queques navideños?,NONE
ustedes saben que mi vida se basa en vistos.,NEU
Se lesiona Bale antes del clásico,N
@cris525cr que todo les salga muy bonito,P
"Sin Morata, Kroos, Bale y puede que aún sin Casemiro para el clásico",NONE
"@francellabrenes Rajado, y mientras llega acá",N
@funfillegamer Soy muy malo funfi me da pena y todo,N
"Mae eso si es cierto, ahora nadie (la mayoría) busca tener algo serio",N
"11.46PM y tengo hambre, mejor me acuesto ya por que la panadería está cerrada",N
@isamarsanchezg Antes era más seguido Saliamos por batidos de maracuyá,NONE
@AndreaVasRo Lo es. Sin ningún respeto al dolor ajeno,N
Badilla era tan tan guapo que sentí feo cuando me di cuenta,N
Yo si que odio recibir noticias así,N
Ay la canción de tercer cielo,NONE
@welcometofridda jajajaja ya en serio me haces falta,N
@Adri_hdezv Bby muy duro la verdad,N
"@AndreaVasRo @vulturgryphus Otra decepción... (me estoy haciendo la víctima dramática, obvio)",N
@MaryMatamoros Éxitos y buena vibra en el recital!,P
Que pecadito la gente afectada por las inundaciones,N
"tengo como 10 horas de estar mareado y con ganas de vomitar, ya esta bueno verdad.",N
"@titabobra exacto, qué colera me da eso",N
"Mi mamá me dice que no vaya al colé, en serio que la amo. Pero tengo que ir",P
No mames lo triste Gabriel Badilla y por el corazon! El miedo que me dan esas cosas.,N
Lamentable lo de Badilla... un sentido pesame para sus hijas que se quedan sin papá,N
"Oído en McDonalds ""el mejor mannequin challenge que he visto hasta ahora es el que ha venido haciendo este gobierno desde hace dos años""",N
Maldita lluvia me mata mi negocio. Así nadie quiere bañar ni sacar a los perros.,N
Veo que sí la depresión tropical se convierte en huracán se llamará Otto. Que comience el MemeFest!,N
"Hola, @latrwn1. En este momento no lo tenemos, pero como siempre: queda encargado para el próximo pedido",NONE
"El tren cada media hora es un mito urbano, no ha pasado el de las 9",NONE
Lamentable informan que murió Gabriel Badilla. #RIPGladiador,N
Yo sí lo sentí y me lleva puta,N
"Hola, soy Sole, el sismógrafo humano",NONE
"@ushcala que bueno, claro que si, envíame tu dirección de correo por DM",NONE
"@AnDiGu Hola, me dijo que estaba bien, fuertes aguaceros y mucho viento pero todo bajo control. Gracias por preguntar",P
@moboza pavas igual y no nos.dejaron irnos a la casa,N
"@rafa514x excelente, estamos muy atentos a tus comentarios",P
@_AlejandroDP no estoy en la zona roja,NONE
Juro que el próximo cuatri busco aparta con alguien no puedo con esto de estar sola,N
@ekallestad qué bien suena una nórdica hablando en argento,P
En Heredia ese temblor se sintió leve pero horrible,N
Quiero una caldosa y un granizado.,NONE
Uri por cobarde se fue en la colada. #moisesylos10mandamientos,N
"@Erito0513 Shi, pero como el año pasado no jajaja ah creo que no fuiste",NONE
